id,symbol,value_date,amount,created_date,created_by
402,BUA2027S1,2021-11-11,100,2021-11-11 21:4:49.672,demo
403,BUACEMENT,2021-11-11,74.5,2021-11-11 21:4:49.672,demo
404,CADBURY,2021-11-11,9.35,2021-11-11 21:4:49.672,demo
405,CAP,2021-11-11,19.5,2021-11-11 21:4:49.672,demo
406,CAPHOTEL [BLS],2021-11-11,3.19,2021-11-11 21:4:49.672,demo
407,CAPOIL [MRF],2021-11-11,0.2,2021-11-11 21:4:49.672,demo
408,CAVERTON,2021-11-11,1.8,2021-11-11 21:4:49.672,demo
409,CHAMPION [BLS],2021-11-11,2.8,2021-11-11 21:4:49.673,demo
410,CHAMS,2021-11-11,0.24,2021-11-11 21:4:49.673,demo
411,CHELLARAM [MRF],2021-11-11,2.24,2021-11-11 21:4:49.673,demo
412,CHIPLC,2021-11-11,0.55,2021-11-11 21:4:49.673,demo
413,CIB2023S1,2021-11-11,100,2021-11-11 21:4:49.673,demo
414,CIL2028S2,2021-11-11,100,2021-11-11 21:4:49.673,demo
415,CILEASING,2021-11-11,4.75,2021-11-11 21:4:49.673,demo
416,CMB2025S1,2021-11-11,100,2021-11-11 21:4:49.673,demo
417,CONOIL,2021-11-11,21.7,2021-11-11 21:4:49.673,demo
418,CORNERST,2021-11-11,0.52,2021-11-11 21:4:49.673,demo
419,COURTVILLE,2021-11-11,0.41,2021-11-11 21:4:49.673,demo
420,CRS2022S1,2021-11-11,108.74,2021-11-11 21:4:49.673,demo
421,CSF2025S1,2021-11-11,100,2021-11-11 21:4:49.673,demo
422,CUSTODIAN,2021-11-11,7.65,2021-11-11 21:4:49.673,demo
423,CUTIX,2021-11-11,5.7,2021-11-11 21:4:49.673,demo
424,CWG [BLS],2021-11-11,1.02,2021-11-11 21:4:49.673,demo
425,DAARCOMM,2021-11-11,0.2,2021-11-11 21:4:49.673,demo
426,DAN2024S1TA,2021-11-11,100,2021-11-11 21:4:49.673,demo
427,DAN2026S1TB,2021-11-11,100,2021-11-11 21:4:49.673,demo
428,DAN2028S1TC,2021-11-11,100,2021-11-11 21:4:49.673,demo
429,DANGCEM,2021-11-11,280,2021-11-11 21:4:49.673,demo
430,DANGSUGAR,2021-11-11,17.1,2021-11-11 21:4:49.673,demo
431,DCM2025S1,2021-11-11,100,2021-11-11 21:4:49.673,demo
432,DEAPCAP [DWL],2021-11-11,0.2,2021-11-11 21:4:49.673,demo
433,DUNLOP [MRS],2021-11-11,0.2,2021-11-11 21:4:49.673,demo
434,EKOCORP [BLS],2021-11-11,5.79,2021-11-11 21:4:49.673,demo
435,ELLAHLAKES [BLS],2021-11-11,4.25,2021-11-11 21:4:49.673,demo
436,ENAMELWA,2021-11-11,16.2,2021-11-11 21:4:49.673,demo
437,EPF2026S1,2021-11-11,100,2021-11-11 21:4:49.673,demo
438,ETERNA,2021-11-11,7.31,2021-11-11 21:4:49.673,demo
439,ETI,2021-11-11,8.45,2021-11-11 21:4:49.673,demo
440,ETRANZACT,2021-11-11,1.9,2021-11-11 21:4:49.682,demo
441,EUNISELL,2021-11-11,2.91,2021-11-11 21:4:49.682,demo
442,FBB2022S0,2021-11-11,94.83,2021-11-11 21:4:49.682,demo
443,FBNH,2021-11-11,11.5,2021-11-11 21:4:49.682,demo
444,FBQ2023S1,2021-11-11,100,2021-11-11 21:4:49.682,demo
445,FBQ2030S2,2021-11-11,100,2021-11-11 21:4:49.682,demo
446,FCM2021S1,2021-11-11,100.98,2021-11-11 21:4:49.682,demo
447,FCMB,2021-11-11,3.07,2021-11-11 21:4:49.682,demo
448,FFFBNBALF,2021-11-11,146.14,2021-11-11 21:4:49.682,demo
449,FFFBNFIF,2021-11-11,1234.59,2021-11-11 21:4:49.682,demo
450,FFFBNMMF,2021-11-11,100,2021-11-11 21:4:49.682,demo
451,FFFRONTIER,2021-11-11,121.43,2021-11-11 21:4:49.682,demo
452,FFFSDHCGF,2021-11-11,3002.68,2021-11-11 21:4:49.682,demo
453,FFFSDHCIF,2021-11-11,2858.81,2021-11-11 21:4:49.682,demo
454,FFIONEABMM,2021-11-11,100,2021-11-11 21:4:49.682,demo
455,FFIONEVBF,2021-11-11,2.15,2021-11-11 21:4:49.682,demo
456,FFIONEVGIF,2021-11-11,1,2021-11-11 21:4:49.682,demo
457,FFLEGYDTFD,2021-11-11,3.35,2021-11-11 21:4:49.682,demo
458,FFLEGYEYFD,2021-11-11,1.18,2021-11-11 21:4:49.682,demo
459,FFLEGYMMFD,2021-11-11,100,2021-11-11 21:4:49.682,demo
460,FFLEGYUBFD,2021-11-11,1.04,2021-11-11 21:4:49.682,demo
461,FFSFSFIXED,2021-11-11,1.03,2021-11-11 21:4:49.682,demo
462,FFUNCAPBDF,2021-11-11,1.65,2021-11-11 21:4:49.682,demo
463,FFUNCAPBLF,2021-11-11,1.23,2021-11-11 21:4:49.682,demo
464,FFUNCAPEBF,2021-11-11,109.3,2021-11-11 21:4:49.682,demo
465,FFUNCAPEQF,2021-11-11,0.72,2021-11-11 21:4:49.682,demo
466,FFUNCAPMMF,2021-11-11,1,2021-11-11 21:4:49.682,demo
467,FFUNCAPWFF,2021-11-11,1.12,2021-11-11 21:4:49.682,demo
468,FG112024S1,2021-11-11,118.32,2021-11-11 21:4:49.682,demo
469,FG112024S1,2021-11-11,118.32,2021-11-11 21:4:49.682,demo
470,FG112034S2,2021-11-11,97.04,2021-11-11 21:4:49.682,demo
471,FG112034S2,2021-11-11,97.04,2021-11-11 21:4:49.682,demo
472,FG132026S1,2021-11-11,107,2021-11-11 21:4:49.682,demo
473,FG132026S1,2021-11-11,107,2021-11-11 21:4:49.682,demo
474,FG132036S2,2021-11-11,99.5,2021-11-11 21:4:49.682,demo
475,FG132036S2,2021-11-11,99.5,2021-11-11 21:4:49.682,demo
476,FG142027S1,2021-11-11,120.97,2021-11-11 21:4:49.682,demo
477,FG142027S1,2021-11-11,120.97,2021-11-11 21:4:49.682,demo
478,FG142037S2,2021-11-11,128.08,2021-11-11 21:4:49.683,demo
479,FG142037S2,2021-11-11,128.08,2021-11-11 21:4:49.683,demo
480,FG152023S3,2021-11-11,105.46,2021-11-11 21:4:49.683,demo
481,FG152025S2,2021-11-11,100,2021-11-11 21:4:49.683,demo
482,FG152025S2,2021-11-11,100,2021-11-11 21:4:49.683,demo
483,FG152028S1,2021-11-11,111.91,2021-11-11 21:4:49.683,demo
484,FG152028S1,2021-11-11,111.91,2021-11-11 21:4:49.683,demo
485,FG162029S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
486,FG162029S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
487,FG162049S2,2021-11-11,145.05,2021-11-11 21:4:49.683,demo
488,FG162049S2,2021-11-11,145.05,2021-11-11 21:4:49.683,demo
489,FG172035S1,2021-11-11,114.31,2021-11-11 21:4:49.683,demo
490,FG172035S1,2021-11-11,114.31,2021-11-11 21:4:49.683,demo
491,FG172045S3,2021-11-11,100,2021-11-11 21:4:49.683,demo
492,FG172045S3,2021-11-11,100,2021-11-11 21:4:49.683,demo
493,FG172050S2,2021-11-11,105,2021-11-11 21:4:49.683,demo
494,FG172050S2,2021-11-11,105,2021-11-11 21:4:49.683,demo
495,FG5B2028S5,2021-11-11,100,2021-11-11 21:4:49.683,demo
496,FG5B2028S5,2021-11-11,100,2021-11-11 21:4:49.683,demo
497,FG6B2029S3,2021-11-11,100,2021-11-11 21:4:49.683,demo
498,FG6B2029S3,2021-11-11,100,2021-11-11 21:4:49.683,demo
499,FG6B2029S5,2021-11-11,100,2021-11-11 21:4:49.683,demo
500,FG6B2029S5,2021-11-11,100,2021-11-11 21:4:49.683,demo
501,FG7B2030S3,2021-11-11,70.5,2021-11-11 21:4:49.683,demo
502,FG7B2030S3,2021-11-11,70.5,2021-11-11 21:4:49.683,demo
503,FG9B2022S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
504,FGB2022S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
505,FGB2022S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
506,FGB2026S2,2021-11-11,110.75,2021-11-11 21:4:49.683,demo
507,FGB2026S2,2021-11-11,110.75,2021-11-11 21:4:49.683,demo
508,FGDIA2022S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
509,FGEUR2023S9,2021-11-11,98.19,2021-11-11 21:4:49.683,demo
510,FGEUR2025S5,2021-11-11,100,2021-11-11 21:4:49.683,demo
511,FGEUR2027S2,2021-11-11,100,2021-11-11 21:4:49.683,demo
512,FGEUR2030S8,2021-11-11,100,2021-11-11 21:4:49.683,demo
513,FGEUR2031S6,2021-11-11,100,2021-11-11 21:4:49.683,demo
514,FGEUR2032S1,2021-11-11,100,2021-11-11 21:4:49.683,demo
515,FGEUR2038S7,2021-11-11,100,2021-11-11 21:4:49.683,demo
516,FGEUR2047S3,2021-11-11,100,2021-11-11 21:4:49.683,demo
517,FGEUR2049S4,2021-11-11,100,2021-11-11 21:4:49.683,demo
518,FGS202141,2021-11-11,100,2021-11-11 21:4:49.683,demo
519,FGS202143,2021-11-11,101,2021-11-11 21:4:49.683,demo
520,FGS202164,2021-11-11,104.29,2021-11-11 21:4:49.683,demo
521,FGS202166,2021-11-11,100,2021-11-11 21:4:49.684,demo
522,FGS202245,2021-11-11,100,2021-11-11 21:4:49.684,demo
523,FGS202247,2021-11-11,90,2021-11-11 21:4:49.684,demo
524,FGS202247,2021-11-11,90,2021-11-11 21:4:49.684,demo
525,FGS202249,2021-11-11,95,2021-11-11 21:4:49.684,demo
526,FGS202249,2021-11-11,95,2021-11-11 21:4:49.684,demo
527,FGS202251,2021-11-11,106.15,2021-11-11 21:4:49.684,demo
528,FGS202251,2021-11-11,106.15,2021-11-11 21:4:49.684,demo
529,FGS202253,2021-11-11,104,2021-11-11 21:4:49.684,demo
530,FGS202253,2021-11-11,104,2021-11-11 21:4:49.684,demo
531,FGS202255,2021-11-11,101.59,2021-11-11 21:4:49.684,demo
532,FGS202255,2021-11-11,101.59,2021-11-11 21:4:49.684,demo
533,FGS202257,2021-11-11,100,2021-11-11 21:4:49.684,demo
534,FGS202257,2021-11-11,100,2021-11-11 21:4:49.684,demo
535,FGS202259,2021-11-11,98.6,2021-11-11 21:4:49.684,demo
536,FGS202259,2021-11-11,98.6,2021-11-11 21:4:49.684,demo
537,FGS202261,2021-11-11,99,2021-11-11 21:4:49.684,demo
538,FGS202261,2021-11-11,99,2021-11-11 21:4:49.684,demo
539,FGS202263,2021-11-11,100,2021-11-11 21:4:49.684,demo
540,FGS202263,2021-11-11,100,2021-11-11 21:4:49.684,demo
541,FGS202265,2021-11-11,100,2021-11-11 21:4:49.684,demo
542,FGS202265,2021-11-11,100,2021-11-11 21:4:49.684,demo
543,FGS202267,2021-11-11,99,2021-11-11 21:4:49.684,demo
544,FGS202267,2021-11-11,99,2021-11-11 21:4:49.684,demo
545,FGS202268,2021-11-11,97,2021-11-11 21:4:49.684,demo
546,FGS202270,2021-11-11,92.44,2021-11-11 21:4:49.684,demo
547,FGS202270,2021-11-11,92.44,2021-11-11 21:4:49.684,demo
548,FGS202272,2021-11-11,94.92,2021-11-11 21:4:49.684,demo
549,FGS202272,2021-11-11,94.92,2021-11-11 21:4:49.684,demo
550,FGS202274,2021-11-11,100,2021-11-11 21:4:49.684,demo
551,FGS202274,2021-11-11,100,2021-11-11 21:4:49.684,demo
552,FGS202276,2021-11-11,100,2021-11-11 21:4:49.684,demo
553,FGS202276,2021-11-11,100,2021-11-11 21:4:49.684,demo
554,FGS202278,2021-11-11,100,2021-11-11 21:4:49.684,demo
555,FGS202278,2021-11-11,100,2021-11-11 21:4:49.684,demo
556,FGS202280,2021-11-11,100,2021-11-11 21:4:49.684,demo
557,FGS202280,2021-11-11,100,2021-11-11 21:4:49.684,demo
558,FGS202282,2021-11-11,100,2021-11-11 21:4:49.684,demo
559,FGS202301,2021-11-11,100,2021-11-11 21:4:49.684,demo
560,FGS202303,2021-11-11,100,2021-11-11 21:4:49.684,demo
561,FGS202369,2021-11-11,95.01,2021-11-11 21:4:49.684,demo
562,FGS202369,2021-11-11,95.01,2021-11-11 21:4:49.684,demo
563,FGS202371,2021-11-11,100,2021-11-11 21:4:49.684,demo
564,FGS202371,2021-11-11,100,2021-11-11 21:4:49.684,demo
565,FGS202373,2021-11-11,100,2021-11-11 21:4:49.684,demo
566,FGS202373,2021-11-11,100,2021-11-11 21:4:49.684,demo
567,FGS202375,2021-11-11,85,2021-11-11 21:4:49.684,demo
568,FGS202375,2021-11-11,85,2021-11-11 21:4:49.684,demo
569,FGS202377,2021-11-11,100,2021-11-11 21:4:49.685,demo
570,FGS202377,2021-11-11,100,2021-11-11 21:4:49.685,demo
571,FGS202379,2021-11-11,100,2021-11-11 21:4:49.685,demo
572,FGS202379,2021-11-11,100,2021-11-11 21:4:49.685,demo
573,FGS202381,2021-11-11,100,2021-11-11 21:4:49.685,demo
574,FGS202381,2021-11-11,100,2021-11-11 21:4:49.685,demo
575,FGS202383,2021-11-11,100,2021-11-11 21:4:49.685,demo
576,FGS202384,2021-11-11,100,2021-11-11 21:4:49.685,demo
577,FGS202386,2021-11-11,75,2021-11-11 21:4:49.685,demo
578,FGS202388,2021-11-11,100,2021-11-11 21:4:49.685,demo
579,FGS202390,2021-11-11,100,2021-11-11 21:4:49.685,demo
580,FGS202392,2021-11-11,100,2021-11-11 21:4:49.685,demo
581,FGS202394,2021-11-11,100,2021-11-11 21:4:49.685,demo
582,FGS202396,2021-11-11,112.3,2021-11-11 21:4:49.685,demo
583,FGS202398,2021-11-11,100,2021-11-11 21:4:49.685,demo
584,FGS202402,2021-11-11,100,2021-11-11 21:4:49.685,demo
585,FGS202404,2021-11-11,100,2021-11-11 21:4:49.685,demo
586,FGS202485,2021-11-11,100,2021-11-11 21:4:49.685,demo
587,FGS202487,2021-11-11,81,2021-11-11 21:4:49.686,demo
588,FGS202489,2021-11-11,103,2021-11-11 21:4:49.686,demo
589,FGS202491,2021-11-11,100,2021-11-11 21:4:49.686,demo
590,FGS202493,2021-11-11,100,2021-11-11 21:4:49.686,demo
591,FGS202495,2021-11-11,100,2021-11-11 21:4:49.686,demo
592,FGS202497,2021-11-11,100,2021-11-11 21:4:49.686,demo
593,FGS202499,2021-11-11,100.01,2021-11-11 21:4:49.686,demo
594,FGSUK2024S1,2021-11-11,105.6,2021-11-11 21:4:49.686,demo
595,FGSUK2025S2,2021-11-11,110,2021-11-11 21:4:49.686,demo
596,FGSUK2027S3,2021-11-11,102,2021-11-11 21:4:49.686,demo
597,FID2031S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
598,FIDELITYBK [MRF],2021-11-11,2.67,2021-11-11 21:4:49.686,demo
599,FIDSON,2021-11-11,6.26,2021-11-11 21:4:49.686,demo
600,FLOURMILL,2021-11-11,29.15,2021-11-11 21:4:49.686,demo
601,FMN2023S2,2021-11-11,100,2021-11-11 21:4:49.686,demo
602,FMN2023S3A,2021-11-11,100,2021-11-11 21:4:49.686,demo
603,FMN2025S3B,2021-11-11,100,2021-11-11 21:4:49.686,demo
604,FOB2021S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
605,FTNCOCOA [RST],2021-11-11,0.42,2021-11-11 21:4:49.686,demo
606,GLAXOSMITH,2021-11-11,6.4,2021-11-11 21:4:49.686,demo
607,GMB2019S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
608,GMB2022S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
609,GOLDBREW [BLS],2021-11-11,0.81,2021-11-11 21:4:49.686,demo
610,GOLDINSURE [MRS],2021-11-11,0.2,2021-11-11 21:4:49.686,demo
611,GREENWETF,2021-11-11,100,2021-11-11 21:4:49.686,demo
612,GSPECPLC,2021-11-11,4.19,2021-11-11 21:4:49.686,demo
613,GTCO,2021-11-11,27.4,2021-11-11 21:4:49.686,demo
614,GUINEAINS,2021-11-11,0.2,2021-11-11 21:4:49.686,demo
615,GUINNESS,2021-11-11,37.5,2021-11-11 21:4:49.686,demo
616,HONYFLOUR,2021-11-11,3.54,2021-11-11 21:4:49.686,demo
617,IAO2026S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
618,IKEJAHOTEL,2021-11-11,1.15,2021-11-11 21:4:49.686,demo
619,INFINITY [BLS],2021-11-11,1.32,2021-11-11 21:4:49.686,demo
620,INTBREW [BLS],2021-11-11,5.55,2021-11-11 21:4:49.686,demo
621,INTENEGINS [MRS],2021-11-11,0.38,2021-11-11 21:4:49.686,demo
622,JAIZBANK,2021-11-11,0.65,2021-11-11 21:4:49.686,demo
623,JAPAULGOLD,2021-11-11,0.44,2021-11-11 21:4:49.686,demo
624,JBERGER,2021-11-11,24.8,2021-11-11 21:4:49.686,demo
625,JOHNHOLT,2021-11-11,0.72,2021-11-11 21:4:49.686,demo
626,JULI,2021-11-11,0.91,2021-11-11 21:4:49.686,demo
627,KGB2020S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
628,KGB2022S2,2021-11-11,100,2021-11-11 21:4:49.686,demo
629,LAB2023S1,2021-11-11,100,2021-11-11 21:4:49.686,demo
630,LAB2027T2,2021-11-11,100,2021-11-11 21:4:49.686,demo
631,LAB2027T4,2021-11-11,100,2021-11-11 21:4:49.686,demo
632,LASACO,2021-11-11,1.06,2021-11-11 21:4:49.686,demo
633,LEARNAFRCA,2021-11-11,1.29,2021-11-11 21:4:49.687,demo
634,LFZ2041S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
635,LINKASSURE,2021-11-11,0.56,2021-11-11 21:4:49.687,demo
636,LIVESTOCK,2021-11-11,2.19,2021-11-11 21:4:49.687,demo
637,LIVINGTRUST [BLS],2021-11-11,0.8,2021-11-11 21:4:49.687,demo
638,LMS2025S2,2021-11-11,100,2021-11-11 21:4:49.687,demo
639,LOTUSHAL15,2021-11-11,13.9,2021-11-11 21:4:49.687,demo
640,MANSARD,2021-11-11,2.19,2021-11-11 21:4:49.687,demo
641,MAYBAKER,2021-11-11,4.49,2021-11-11 21:4:49.687,demo
642,MBENEFIT,2021-11-11,0.27,2021-11-11 21:4:49.687,demo
643,MCI2026S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
644,MCNICHOLS,2021-11-11,0.77,2021-11-11 21:4:49.687,demo
645,MEDVIEWAIR [BMF],2021-11-11,1.62,2021-11-11 21:4:49.687,demo
646,MERGROWTH,2021-11-11,17.2,2021-11-11 21:4:49.687,demo
647,MERVALUE,2021-11-11,16.5,2021-11-11 21:4:49.687,demo
648,MEYER,2021-11-11,0.2,2021-11-11 21:4:49.687,demo
649,MORISON,2021-11-11,1.89,2021-11-11 21:4:49.687,demo
650,MRE2022S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
651,MRE2023S2A,2021-11-11,100,2021-11-11 21:4:49.687,demo
652,MRE2023S2B,2021-11-11,100,2021-11-11 21:4:49.687,demo
653,MRS,2021-11-11,15.2,2021-11-11 21:4:49.687,demo
654,MTNN,2021-11-11,200,2021-11-11 21:4:49.687,demo
655,MULTITREX [DIP],2021-11-11,0.36,2021-11-11 21:4:49.687,demo
656,MULTIVERSE,2021-11-11,0.2,2021-11-11 21:4:49.687,demo
657,NAHCO,2021-11-11,3.5,2021-11-11 21:4:49.687,demo
658,NASCON,2021-11-11,14.15,2021-11-11 21:4:49.687,demo
659,NB,2021-11-11,52.5,2021-11-11 21:4:49.687,demo
660,NCR,2021-11-11,3,2021-11-11 21:4:49.687,demo
661,NEIMETH,2021-11-11,1.98,2021-11-11 21:4:49.687,demo
662,NEM,2021-11-11,1.93,2021-11-11 21:4:49.687,demo
663,NESF,2021-11-11,552.2,2021-11-11 21:4:49.687,demo
664,NESTLE,2021-11-11,1400,2021-11-11 21:4:49.687,demo
665,NEWGOLD,2021-11-11,9199.99,2021-11-11 21:4:49.687,demo
666,NGXGROUP,2021-11-11,18.1,2021-11-11 21:4:49.687,demo
667,NIGERINS [MRF],2021-11-11,0.2,2021-11-11 21:4:49.687,demo
668,NMR2027S3,2021-11-11,100,2021-11-11 21:4:49.687,demo
669,NMR2030S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
670,NMR2033S2,2021-11-11,100,2021-11-11 21:4:49.687,demo
671,NNFM,2021-11-11,8,2021-11-11 21:4:49.687,demo
672,NOTORE [BLS],2021-11-11,62.5,2021-11-11 21:4:49.687,demo
673,NOVA2027S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
674,NPFMCRFBK,2021-11-11,1.9,2021-11-11 21:4:49.687,demo
675,NSLTECH,2021-11-11,0.2,2021-11-11 21:4:49.687,demo
676,NSP2031S2,2021-11-11,100,2021-11-11 21:4:49.687,demo
677,NSP2034S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
678,OANDO [MRF],2021-11-11,4.85,2021-11-11 21:4:49.687,demo
679,ODB2027S1,2021-11-11,100,2021-11-11 21:4:49.687,demo
680,OKOMUOIL,2021-11-11,142,2021-11-11 21:4:49.687,demo
681,OMATEK [RST],2021-11-11,0.2,2021-11-11 21:4:49.687,demo
682,OYB2022S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
683,PBS2026S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
684,PHARMDEKO,2021-11-11,2.11,2021-11-11 21:4:49.688,demo
685,PLA2022SO,2021-11-11,100,2021-11-11 21:4:49.688,demo
686,PREMPAINTS,2021-11-11,10,2021-11-11 21:4:49.688,demo
687,PRESCO,2021-11-11,89,2021-11-11 21:4:49.688,demo
688,PRESTIGE [BLS],2021-11-11,0.47,2021-11-11 21:4:49.688,demo
689,PZ,2021-11-11,6.1,2021-11-11 21:4:49.688,demo
690,RAKUNITY [MRF],2021-11-11,0.3,2021-11-11 21:4:49.688,demo
691,REDSTAREX,2021-11-11,3.29,2021-11-11 21:4:49.688,demo
692,REGALINS,2021-11-11,0.38,2021-11-11 21:4:49.688,demo
693,RESORTSAL [MRF],2021-11-11,0.2,2021-11-11 21:4:49.688,demo
694,ROYALEX,2021-11-11,0.52,2021-11-11 21:4:49.688,demo
695,RTBRISCOE,2021-11-11,0.2,2021-11-11 21:4:49.688,demo
696,SB2024S1TA,2021-11-11,100,2021-11-11 21:4:49.688,demo
697,SB2024S1TB,2021-11-11,100,2021-11-11 21:4:49.688,demo
698,SCOA,2021-11-11,1.04,2021-11-11 21:4:49.688,demo
699,SEPLAT,2021-11-11,731.5,2021-11-11 21:4:49.688,demo
700,SFSREIT,2021-11-11,67.9,2021-11-11 21:4:49.688,demo
701,SIAMLETF40,2021-11-11,118.21,2021-11-11 21:4:49.688,demo
702,SIM2023S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
703,SIM2025S2,2021-11-11,100,2021-11-11 21:4:49.688,demo
704,SKYAVN,2021-11-11,4.45,2021-11-11 21:4:49.688,demo
705,SMURFIT [MRF],2021-11-11,0.2,2021-11-11 21:4:49.688,demo
706,SOVRENINS,2021-11-11,0.22,2021-11-11 21:4:49.688,demo
707,STACO [MRF],2021-11-11,0.48,2021-11-11 21:4:49.688,demo
708,STANBIC,2021-11-11,39,2021-11-11 21:4:49.688,demo
709,STANBICETF30,2021-11-11,50,2021-11-11 21:4:49.688,demo
710,STDINSURE [MRF],2021-11-11,0.2,2021-11-11 21:4:49.688,demo
711,STERLNBANK,2021-11-11,1.5,2021-11-11 21:4:49.688,demo
712,STUDPRESS,2021-11-11,1.78,2021-11-11 21:4:49.688,demo
713,SUNUASSUR,2021-11-11,0.45,2021-11-11 21:4:49.688,demo
714,TANTALIZER,2021-11-11,0.2,2021-11-11 21:4:49.688,demo
715,THOMASWY [MRS],2021-11-11,0.35,2021-11-11 21:4:49.688,demo
716,TIP,2021-11-11,0.41,2021-11-11 21:4:49.688,demo
717,TOTAL,2021-11-11,240.8,2021-11-11 21:4:49.688,demo
718,TOURIST [DIP],2021-11-11,2.84,2021-11-11 21:4:49.688,demo
719,TRANSCOHOT [BLS],2021-11-11,5.38,2021-11-11 21:4:49.688,demo
720,TRANSCORP,2021-11-11,1,2021-11-11 21:4:49.688,demo
721,TRANSEXPR,2021-11-11,0.89,2021-11-11 21:4:49.688,demo
722,TRIPPLEG,2021-11-11,0.96,2021-11-11 21:4:49.688,demo
723,TRN2022S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
724,TSL2030S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
725,UACN,2021-11-11,11,2021-11-11 21:4:49.688,demo
726,UBA,2021-11-11,8.15,2021-11-11 21:4:49.688,demo
727,UBA2021S1,2021-11-11,100,2021-11-11 21:4:49.688,demo
728,UBN [BLS],2021-11-11,5,2021-11-11 21:4:49.688,demo
729,UBN2029S3,2021-11-11,100,2021-11-11 21:4:49.688,demo
730,UCAP,2021-11-11,9.7,2021-11-11 21:4:49.689,demo
731,UCAP2025S1,2021-11-11,100,2021-11-11 21:4:49.689,demo
732,UHOMREIT,2021-11-11,36.6,2021-11-11 21:4:49.689,demo
733,UNHOMES [MRS],2021-11-11,3.02,2021-11-11 21:4:49.689,demo
734,UNILEVER,2021-11-11,14.6,2021-11-11 21:4:49.689,demo
735,UNIONDAC [DIP],2021-11-11,0.28,2021-11-11 21:4:49.689,demo
736,UNIONDICON [BRS],2021-11-11,9.9,2021-11-11 21:4:49.689,demo
737,UNITYBNK,2021-11-11,0.59,2021-11-11 21:4:49.689,demo
738,UNIVINSURE,2021-11-11,0.22,2021-11-11 21:4:49.689,demo
739,UPD2023S1,2021-11-11,100,2021-11-11 21:4:49.689,demo
740,UPDC [BLS],2021-11-11,1.69,2021-11-11 21:4:49.689,demo
741,UPDCREIT,2021-11-11,6,2021-11-11 21:4:49.689,demo
742,UPL,2021-11-11,2.15,2021-11-11 21:4:49.689,demo
743,VANLEER,2021-11-11,5.45,2021-11-11 21:4:49.689,demo
744,VERITASKAP,2021-11-11,0.21,2021-11-11 21:4:49.689,demo
745,VETBANK,2021-11-11,4.04,2021-11-11 21:4:49.689,demo
746,VETGOODS,2021-11-11,5.65,2021-11-11 21:4:49.689,demo
747,VETGRIF30,2021-11-11,18.5,2021-11-11 21:4:49.689,demo
748,VETINDETF,2021-11-11,22.05,2021-11-11 21:4:49.689,demo
749,VITAFOAM,2021-11-11,18.7,2021-11-11 21:4:49.689,demo
750,VSPBONDETF,2021-11-11,180.48,2021-11-11 21:4:49.689,demo
751,WAPCO,2021-11-11,25.5,2021-11-11 21:4:49.689,demo
752,WAPIC,2021-11-11,0.48,2021-11-11 21:4:49.689,demo
753,WEM2023S1,2021-11-11,100,2021-11-11 21:4:49.689,demo
754,WEMABANK,2021-11-11,0.86,2021-11-11 21:4:49.689,demo
755,ZAM2022S1,2021-11-11,100,2021-11-11 21:4:49.689,demo
756,ZENITHBANK,2021-11-11,24,2021-11-11 21:4:49.689,demo
757,ABB2026S0,2021-11-12,100,2021-11-12 12:57:00.926,demo
758,ABBEYBDS [BLS],2021-11-12,0.95,2021-11-12 12:57:00.927,demo
759,ABCTRANS,2021-11-12,0.3,2021-11-12 12:57:00.927,demo
760,ACADEMY,2021-11-12,0.33,2021-11-12 12:57:00.927,demo
761,ACCESS,2021-11-12,9.15,2021-11-12 12:57:00.927,demo
762,AFRINSURE,2021-11-12,0.2,2021-11-12 12:57:00.927,demo
763,AFRIPRUD,2021-11-12,6.35,2021-11-12 12:57:00.927,demo
764,AFROMEDIA,2021-11-12,0.2,2021-11-12 12:57:00.927,demo
765,AGB2024S0,2021-11-12,100,2021-11-12 12:57:00.927,demo
766,AIICO,2021-11-12,1.28,2021-11-12 12:57:00.927,demo
767,AIRTELAFRI,2021-11-12,871.7,2021-11-12 12:57:00.927,demo
768,ALEX [BLS],2021-11-12,7.2,2021-11-12 12:57:00.927,demo
769,ARBICO [BLS],2021-11-12,1.03,2021-11-12 12:57:00.927,demo
