id,symbol,value_date,amount,created_date,created_by
770,ARDOVA,2021-11-12,13.95,2021-11-12 12:57:00.927,demo
771,ASOSAVINGS [DIP],2021-11-12,0.5,2021-11-12 12:57:00.928,demo
772,AUSTINLAZ [BLS],2021-11-12,2.03,2021-11-12 12:57:00.928,demo
773,AXA2027S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
774,BAPLC,2021-11-12,6.25,2021-11-12 12:57:00.928,demo
775,BAU2021S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
776,BERGER,2021-11-12,8.55,2021-11-12 12:57:00.928,demo
777,BETAGLAS,2021-11-12,52.95,2021-11-12 12:57:00.928,demo
778,BNB2022S0,2021-11-12,100,2021-11-12 12:57:00.928,demo
779,BOCGAS,2021-11-12,10.5,2021-11-12 12:57:00.928,demo
780,BUA2027S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
781,BUACEMENT,2021-11-12,74.5,2021-11-12 12:57:00.928,demo
782,CADBURY,2021-11-12,9.35,2021-11-12 12:57:00.928,demo
783,CAP,2021-11-12,19.5,2021-11-12 12:57:00.928,demo
784,CAPHOTEL [BLS],2021-11-12,3.19,2021-11-12 12:57:00.928,demo
785,CAPOIL [MRF],2021-11-12,0.2,2021-11-12 12:57:00.928,demo
786,CAVERTON,2021-11-12,1.8,2021-11-12 12:57:00.928,demo
787,CHAMPION [BLS],2021-11-12,2.8,2021-11-12 12:57:00.928,demo
788,CHAMS,2021-11-12,0.24,2021-11-12 12:57:00.928,demo
789,CHELLARAM [MRF],2021-11-12,2.24,2021-11-12 12:57:00.928,demo
790,CHIPLC,2021-11-12,0.55,2021-11-12 12:57:00.928,demo
791,CIB2023S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
792,CIL2028S2,2021-11-12,100,2021-11-12 12:57:00.928,demo
793,CILEASING,2021-11-12,4.75,2021-11-12 12:57:00.928,demo
794,CMB2025S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
795,CONOIL,2021-11-12,21.7,2021-11-12 12:57:00.928,demo
796,CORNERST,2021-11-12,0.52,2021-11-12 12:57:00.928,demo
797,COURTVILLE,2021-11-12,0.41,2021-11-12 12:57:00.928,demo
798,CRS2022S1,2021-11-12,108.74,2021-11-12 12:57:00.928,demo
799,CSF2025S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
800,CUSTODIAN,2021-11-12,7.65,2021-11-12 12:57:00.928,demo
801,CUTIX,2021-11-12,5.75,2021-11-12 12:57:00.928,demo
802,CWG [BLS],2021-11-12,1.02,2021-11-12 12:57:00.928,demo
803,DAARCOMM,2021-11-12,0.2,2021-11-12 12:57:00.928,demo
804,DAN2024S1TA,2021-11-12,100,2021-11-12 12:57:00.928,demo
805,DAN2026S1TB,2021-11-12,100,2021-11-12 12:57:00.928,demo
806,DAN2028S1TC,2021-11-12,100,2021-11-12 12:57:00.928,demo
807,DANGCEM,2021-11-12,280,2021-11-12 12:57:00.928,demo
808,DANGSUGAR,2021-11-12,17.1,2021-11-12 12:57:00.928,demo
809,DCM2025S1,2021-11-12,100,2021-11-12 12:57:00.928,demo
810,DEAPCAP [DWL],2021-11-12,0.2,2021-11-12 12:57:00.928,demo
811,DUNLOP [MRS],2021-11-12,0.2,2021-11-12 12:57:00.928,demo
812,EKOCORP [BLS],2021-11-12,5.79,2021-11-12 12:57:00.929,demo
813,ELLAHLAKES [BLS],2021-11-12,4.25,2021-11-12 12:57:00.929,demo
814,ENAMELWA,2021-11-12,16.2,2021-11-12 12:57:00.929,demo
815,EPF2026S1,2021-11-12,100,2021-11-12 12:57:00.929,demo
816,ETERNA,2021-11-12,7.31,2021-11-12 12:57:00.929,demo
817,ETI,2021-11-12,8.3,2021-11-12 12:57:00.929,demo
818,ETRANZACT,2021-11-12,1.9,2021-11-12 12:57:00.938,demo
819,EUNISELL,2021-11-12,2.91,2021-11-12 12:57:00.938,demo
820,FBB2022S0,2021-11-12,94.83,2021-11-12 12:57:00.938,demo
821,FBNH,2021-11-12,11.5,2021-11-12 12:57:00.938,demo
822,FBQ2023S1,2021-11-12,100,2021-11-12 12:57:00.938,demo
823,FBQ2030S2,2021-11-12,100,2021-11-12 12:57:00.938,demo
824,FCM2021S1,2021-11-12,100.98,2021-11-12 12:57:00.938,demo
825,FCMB,2021-11-12,3.09,2021-11-12 12:57:00.938,demo
826,FFFBNBALF,2021-11-12,146.14,2021-11-12 12:57:00.938,demo
827,FFFBNFIF,2021-11-12,1234.59,2021-11-12 12:57:00.938,demo
828,FFFBNMMF,2021-11-12,100,2021-11-12 12:57:00.938,demo
829,FFFRONTIER,2021-11-12,121.43,2021-11-12 12:57:00.938,demo
830,FFFSDHCGF,2021-11-12,3002.68,2021-11-12 12:57:00.938,demo
831,FFFSDHCIF,2021-11-12,2858.81,2021-11-12 12:57:00.938,demo
832,FFIONEABMM,2021-11-12,100,2021-11-12 12:57:00.938,demo
833,FFIONEVBF,2021-11-12,2.15,2021-11-12 12:57:00.939,demo
834,FFIONEVGIF,2021-11-12,1,2021-11-12 12:57:00.939,demo
835,FFLEGYDTFD,2021-11-12,3.35,2021-11-12 12:57:00.939,demo
836,FFLEGYEYFD,2021-11-12,1.18,2021-11-12 12:57:00.939,demo
837,FFLEGYMMFD,2021-11-12,100,2021-11-12 12:57:00.939,demo
838,FFLEGYUBFD,2021-11-12,1.04,2021-11-12 12:57:00.939,demo
839,FFSFSFIXED,2021-11-12,1.03,2021-11-12 12:57:00.939,demo
840,FFUNCAPBDF,2021-11-12,1.65,2021-11-12 12:57:00.939,demo
841,FFUNCAPBLF,2021-11-12,1.23,2021-11-12 12:57:00.939,demo
842,FFUNCAPEBF,2021-11-12,109.3,2021-11-12 12:57:00.939,demo
843,FFUNCAPEQF,2021-11-12,0.72,2021-11-12 12:57:00.939,demo
844,FFUNCAPMMF,2021-11-12,1,2021-11-12 12:57:00.939,demo
845,FFUNCAPWFF,2021-11-12,1.12,2021-11-12 12:57:00.939,demo
846,FG112024S1,2021-11-12,118.32,2021-11-12 12:57:00.939,demo
847,FG112024S1,2021-11-12,118.32,2021-11-12 12:57:00.939,demo
848,FG112034S2,2021-11-12,97.04,2021-11-12 12:57:00.939,demo
849,FG112034S2,2021-11-12,97.04,2021-11-12 12:57:00.939,demo
850,FG132026S1,2021-11-12,107,2021-11-12 12:57:00.939,demo
851,FG132026S1,2021-11-12,107,2021-11-12 12:57:00.940,demo
852,FG132036S2,2021-11-12,99.5,2021-11-12 12:57:00.940,demo
853,FG132036S2,2021-11-12,99.5,2021-11-12 12:57:00.940,demo
854,FG142027S1,2021-11-12,120.97,2021-11-12 12:57:00.940,demo
855,FG142027S1,2021-11-12,120.97,2021-11-12 12:57:00.940,demo
856,FG142037S2,2021-11-12,128.08,2021-11-12 12:57:00.940,demo
857,FG142037S2,2021-11-12,128.08,2021-11-12 12:57:00.940,demo
858,FG152023S3,2021-11-12,105.46,2021-11-12 12:57:00.940,demo
859,FG152025S2,2021-11-12,100,2021-11-12 12:57:00.940,demo
860,FG152025S2,2021-11-12,100,2021-11-12 12:57:00.940,demo
861,FG152028S1,2021-11-12,111.91,2021-11-12 12:57:00.940,demo
862,FG152028S1,2021-11-12,111.91,2021-11-12 12:57:00.940,demo
863,FG162029S1,2021-11-12,100,2021-11-12 12:57:00.940,demo
864,FG162029S1,2021-11-12,100,2021-11-12 12:57:00.940,demo
865,FG162049S2,2021-11-12,145.05,2021-11-12 12:57:00.940,demo
866,FG162049S2,2021-11-12,145.05,2021-11-12 12:57:00.940,demo
867,FG172035S1,2021-11-12,114.31,2021-11-12 12:57:00.940,demo
868,FG172035S1,2021-11-12,114.31,2021-11-12 12:57:00.940,demo
869,FG172045S3,2021-11-12,100,2021-11-12 12:57:00.940,demo
870,FG172045S3,2021-11-12,100,2021-11-12 12:57:00.940,demo
871,FG172050S2,2021-11-12,105,2021-11-12 12:57:00.940,demo
872,FG172050S2,2021-11-12,105,2021-11-12 12:57:00.940,demo
873,FG5B2028S5,2021-11-12,100,2021-11-12 12:57:00.940,demo
874,FG5B2028S5,2021-11-12,100,2021-11-12 12:57:00.940,demo
875,FG6B2029S3,2021-11-12,100,2021-11-12 12:57:00.940,demo
876,FG6B2029S3,2021-11-12,100,2021-11-12 12:57:00.940,demo
877,FG6B2029S5,2021-11-12,100,2021-11-12 12:57:00.940,demo
878,FG6B2029S5,2021-11-12,100,2021-11-12 12:57:00.940,demo
879,FG7B2030S3,2021-11-12,70.5,2021-11-12 12:57:00.940,demo
880,FG7B2030S3,2021-11-12,70.5,2021-11-12 12:57:00.940,demo
881,FG9B2022S1,2021-11-12,100,2021-11-12 12:57:00.940,demo
882,FGB2022S1,2021-11-12,100,2021-11-12 12:57:00.940,demo
883,FGB2022S1,2021-11-12,100,2021-11-12 12:57:00.941,demo
884,FGB2026S2,2021-11-12,110.75,2021-11-12 12:57:00.941,demo
885,FGB2026S2,2021-11-12,110.75,2021-11-12 12:57:00.941,demo
886,FGDIA2022S1,2021-11-12,100,2021-11-12 12:57:00.941,demo
887,FGEUR2023S9,2021-11-12,98.19,2021-11-12 12:57:00.941,demo
888,FGEUR2025S5,2021-11-12,100,2021-11-12 12:57:00.941,demo
889,FGEUR2027S2,2021-11-12,100,2021-11-12 12:57:00.941,demo
890,FGEUR2030S8,2021-11-12,100,2021-11-12 12:57:00.941,demo
891,FGEUR2031S6,2021-11-12,100,2021-11-12 12:57:00.941,demo
892,FGEUR2032S1,2021-11-12,100,2021-11-12 12:57:00.941,demo
893,FGEUR2038S7,2021-11-12,100,2021-11-12 12:57:00.941,demo
894,FGEUR2047S3,2021-11-12,100,2021-11-12 12:57:00.941,demo
895,FGEUR2049S4,2021-11-12,100,2021-11-12 12:57:00.941,demo
896,FGS202141,2021-11-12,100,2021-11-12 12:57:00.941,demo
897,FGS202143,2021-11-12,101,2021-11-12 12:57:00.941,demo
898,FGS202164,2021-11-12,104.29,2021-11-12 12:57:00.941,demo
899,FGS202166,2021-11-12,100,2021-11-12 12:57:00.941,demo
900,FGS202245,2021-11-12,100,2021-11-12 12:57:00.941,demo
901,FGS202247,2021-11-12,90,2021-11-12 12:57:00.941,demo
902,FGS202247,2021-11-12,90,2021-11-12 12:57:00.941,demo
903,FGS202249,2021-11-12,95,2021-11-12 12:57:00.941,demo
904,FGS202249,2021-11-12,95,2021-11-12 12:57:00.941,demo
905,FGS202251,2021-11-12,106.15,2021-11-12 12:57:00.941,demo
906,FGS202251,2021-11-12,106.15,2021-11-12 12:57:00.941,demo
907,FGS202253,2021-11-12,104,2021-11-12 12:57:00.941,demo
908,FGS202253,2021-11-12,104,2021-11-12 12:57:00.941,demo
909,FGS202255,2021-11-12,101.59,2021-11-12 12:57:00.941,demo
910,FGS202255,2021-11-12,101.59,2021-11-12 12:57:00.941,demo
911,FGS202257,2021-11-12,100,2021-11-12 12:57:00.941,demo
912,FGS202257,2021-11-12,100,2021-11-12 12:57:00.941,demo
913,FGS202259,2021-11-12,98.6,2021-11-12 12:57:00.941,demo
914,FGS202259,2021-11-12,98.6,2021-11-12 12:57:00.941,demo
915,FGS202261,2021-11-12,99,2021-11-12 12:57:00.941,demo
916,FGS202261,2021-11-12,99,2021-11-12 12:57:00.942,demo
917,FGS202263,2021-11-12,100,2021-11-12 12:57:00.942,demo
918,FGS202263,2021-11-12,100,2021-11-12 12:57:00.942,demo
919,FGS202265,2021-11-12,100,2021-11-12 12:57:00.942,demo
920,FGS202265,2021-11-12,100,2021-11-12 12:57:00.942,demo
921,FGS202267,2021-11-12,99,2021-11-12 12:57:00.942,demo
922,FGS202267,2021-11-12,99,2021-11-12 12:57:00.942,demo
923,FGS202268,2021-11-12,97,2021-11-12 12:57:00.942,demo
924,FGS202270,2021-11-12,92.44,2021-11-12 12:57:00.942,demo
925,FGS202270,2021-11-12,92.44,2021-11-12 12:57:00.942,demo
926,FGS202272,2021-11-12,94.92,2021-11-12 12:57:00.942,demo
927,FGS202272,2021-11-12,94.92,2021-11-12 12:57:00.942,demo
928,FGS202274,2021-11-12,100,2021-11-12 12:57:00.942,demo
929,FGS202274,2021-11-12,100,2021-11-12 12:57:00.942,demo
930,FGS202276,2021-11-12,100,2021-11-12 12:57:00.942,demo
931,FGS202276,2021-11-12,100,2021-11-12 12:57:00.942,demo
932,FGS202278,2021-11-12,100,2021-11-12 12:57:00.942,demo
933,FGS202278,2021-11-12,100,2021-11-12 12:57:00.942,demo
934,FGS202280,2021-11-12,100,2021-11-12 12:57:00.942,demo
935,FGS202280,2021-11-12,100,2021-11-12 12:57:00.942,demo
936,FGS202282,2021-11-12,100,2021-11-12 12:57:00.942,demo
937,FGS202301,2021-11-12,100,2021-11-12 12:57:00.942,demo
938,FGS202303,2021-11-12,100,2021-11-12 12:57:00.942,demo
939,FGS202369,2021-11-12,95.01,2021-11-12 12:57:00.942,demo
940,FGS202369,2021-11-12,95.01,2021-11-12 12:57:00.942,demo
941,FGS202371,2021-11-12,100,2021-11-12 12:57:00.942,demo
942,FGS202371,2021-11-12,100,2021-11-12 12:57:00.942,demo
943,FGS202373,2021-11-12,100,2021-11-12 12:57:00.942,demo
944,FGS202373,2021-11-12,100,2021-11-12 12:57:00.942,demo
945,FGS202375,2021-11-12,85,2021-11-12 12:57:00.942,demo
946,FGS202375,2021-11-12,85,2021-11-12 12:57:00.943,demo
947,FGS202377,2021-11-12,100,2021-11-12 12:57:00.943,demo
948,FGS202377,2021-11-12,100,2021-11-12 12:57:00.943,demo
949,FGS202379,2021-11-12,100,2021-11-12 12:57:00.943,demo
950,FGS202379,2021-11-12,100,2021-11-12 12:57:00.943,demo
951,FGS202381,2021-11-12,100,2021-11-12 12:57:00.943,demo
952,FGS202381,2021-11-12,100,2021-11-12 12:57:00.943,demo
953,FGS202383,2021-11-12,100,2021-11-12 12:57:00.943,demo
954,FGS202384,2021-11-12,100,2021-11-12 12:57:00.943,demo
955,FGS202386,2021-11-12,75,2021-11-12 12:57:00.943,demo
956,FGS202388,2021-11-12,100,2021-11-12 12:57:00.943,demo
957,FGS202390,2021-11-12,100,2021-11-12 12:57:00.943,demo
958,FGS202392,2021-11-12,100,2021-11-12 12:57:00.943,demo
959,FGS202394,2021-11-12,100,2021-11-12 12:57:00.943,demo
960,FGS202396,2021-11-12,112.3,2021-11-12 12:57:00.943,demo
961,FGS202398,2021-11-12,100,2021-11-12 12:57:00.943,demo
962,FGS202402,2021-11-12,100,2021-11-12 12:57:00.943,demo
963,FGS202404,2021-11-12,100,2021-11-12 12:57:00.943,demo
964,FGS202485,2021-11-12,100,2021-11-12 12:57:00.943,demo
965,FGS202487,2021-11-12,81,2021-11-12 12:57:00.943,demo
966,FGS202489,2021-11-12,103,2021-11-12 12:57:00.943,demo
967,FGS202491,2021-11-12,100,2021-11-12 12:57:00.943,demo
968,FGS202493,2021-11-12,100,2021-11-12 12:57:00.943,demo
969,FGS202495,2021-11-12,100,2021-11-12 12:57:00.943,demo
970,FGS202497,2021-11-12,100,2021-11-12 12:57:00.943,demo
971,FGS202499,2021-11-12,100.01,2021-11-12 12:57:00.943,demo
972,FGSUK2024S1,2021-11-12,105.6,2021-11-12 12:57:00.943,demo
973,FGSUK2025S2,2021-11-12,110,2021-11-12 12:57:00.943,demo
974,FGSUK2027S3,2021-11-12,102,2021-11-12 12:57:00.943,demo
975,FID2031S1,2021-11-12,100,2021-11-12 12:57:00.943,demo
976,FIDELITYBK [MRF],2021-11-12,2.66,2021-11-12 12:57:00.944,demo
977,FIDSON,2021-11-12,6.26,2021-11-12 12:57:00.944,demo
978,FLOURMILL,2021-11-12,31,2021-11-12 12:57:00.944,demo
979,FMN2023S2,2021-11-12,100,2021-11-12 12:57:00.944,demo
980,FMN2023S3A,2021-11-12,100,2021-11-12 12:57:00.944,demo
981,FMN2025S3B,2021-11-12,100,2021-11-12 12:57:00.944,demo
982,FOB2021S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
983,FTNCOCOA [RST],2021-11-12,0.45,2021-11-12 12:57:00.944,demo
984,GLAXOSMITH,2021-11-12,6.4,2021-11-12 12:57:00.944,demo
985,GMB2019S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
986,GMB2022S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
987,GOLDBREW [BLS],2021-11-12,0.81,2021-11-12 12:57:00.944,demo
988,GOLDINSURE [MRS],2021-11-12,0.2,2021-11-12 12:57:00.944,demo
989,GREENWETF,2021-11-12,100,2021-11-12 12:57:00.944,demo
990,GSPECPLC,2021-11-12,4.19,2021-11-12 12:57:00.944,demo
991,GTCO,2021-11-12,27.45,2021-11-12 12:57:00.944,demo
992,GUINEAINS,2021-11-12,0.2,2021-11-12 12:57:00.944,demo
993,GUINNESS,2021-11-12,37.5,2021-11-12 12:57:00.944,demo
994,HONYFLOUR,2021-11-12,3.33,2021-11-12 12:57:00.944,demo
995,IAO2026S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
996,IKEJAHOTEL,2021-11-12,1.15,2021-11-12 12:57:00.944,demo
997,INFINITY [BLS],2021-11-12,1.32,2021-11-12 12:57:00.944,demo
998,INTBREW [BLS],2021-11-12,5.55,2021-11-12 12:57:00.944,demo
999,INTENEGINS [MRS],2021-11-12,0.38,2021-11-12 12:57:00.944,demo
1000,JAIZBANK,2021-11-12,0.64,2021-11-12 12:57:00.944,demo
1001,JAPAULGOLD,2021-11-12,0.43,2021-11-12 12:57:00.944,demo
1002,JBERGER,2021-11-12,24.8,2021-11-12 12:57:00.944,demo
1003,JOHNHOLT,2021-11-12,0.72,2021-11-12 12:57:00.944,demo
1004,JULI,2021-11-12,0.91,2021-11-12 12:57:00.944,demo
1005,KGB2020S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
1006,KGB2022S2,2021-11-12,100,2021-11-12 12:57:00.944,demo
1007,LAB2023S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
1008,LAB2027T2,2021-11-12,100,2021-11-12 12:57:00.944,demo
1009,LAB2027T4,2021-11-12,100,2021-11-12 12:57:00.944,demo
1010,LASACO,2021-11-12,1.06,2021-11-12 12:57:00.944,demo
1011,LEARNAFRCA,2021-11-12,1.29,2021-11-12 12:57:00.944,demo
1012,LFZ2041S1,2021-11-12,100,2021-11-12 12:57:00.944,demo
1013,LINKASSURE,2021-11-12,0.56,2021-11-12 12:57:00.944,demo
1014,LIVESTOCK,2021-11-12,2.19,2021-11-12 12:57:00.944,demo
1015,LIVINGTRUST [BLS],2021-11-12,0.8,2021-11-12 12:57:00.944,demo
1016,LMS2025S2,2021-11-12,100,2021-11-12 12:57:00.944,demo
1017,LOTUSHAL15,2021-11-12,13.9,2021-11-12 12:57:00.945,demo
1018,MANSARD,2021-11-12,2.29,2021-11-12 12:57:00.945,demo
1019,MAYBAKER,2021-11-12,4.49,2021-11-12 12:57:00.945,demo
1020,MBENEFIT,2021-11-12,0.27,2021-11-12 12:57:00.945,demo
1021,MCI2026S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1022,MCNICHOLS,2021-11-12,0.77,2021-11-12 12:57:00.945,demo
1023,MEDVIEWAIR [BMF],2021-11-12,1.62,2021-11-12 12:57:00.945,demo
1024,MERGROWTH,2021-11-12,17.2,2021-11-12 12:57:00.945,demo
1025,MERVALUE,2021-11-12,16.5,2021-11-12 12:57:00.945,demo
1026,MEYER,2021-11-12,0.2,2021-11-12 12:57:00.945,demo
1027,MORISON,2021-11-12,1.89,2021-11-12 12:57:00.945,demo
1028,MRE2022S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1029,MRE2023S2A,2021-11-12,100,2021-11-12 12:57:00.945,demo
1030,MRE2023S2B,2021-11-12,100,2021-11-12 12:57:00.945,demo
1031,MRS,2021-11-12,15.2,2021-11-12 12:57:00.945,demo
1032,MTNN,2021-11-12,200,2021-11-12 12:57:00.945,demo
1033,MULTITREX [DIP],2021-11-12,0.36,2021-11-12 12:57:00.945,demo
1034,MULTIVERSE,2021-11-12,0.2,2021-11-12 12:57:00.945,demo
1035,NAHCO,2021-11-12,3.5,2021-11-12 12:57:00.945,demo
1036,NASCON,2021-11-12,14.15,2021-11-12 12:57:00.945,demo
1037,NB,2021-11-12,52.5,2021-11-12 12:57:00.945,demo
1038,NCR,2021-11-12,3,2021-11-12 12:57:00.945,demo
1039,NEIMETH,2021-11-12,1.98,2021-11-12 12:57:00.945,demo
1040,NEM,2021-11-12,1.93,2021-11-12 12:57:00.945,demo
1041,NESF,2021-11-12,552.2,2021-11-12 12:57:00.945,demo
1042,NESTLE,2021-11-12,1400,2021-11-12 12:57:00.945,demo
1043,NEWGOLD,2021-11-12,9199.99,2021-11-12 12:57:00.945,demo
1044,NGXGROUP,2021-11-12,18.1,2021-11-12 12:57:00.945,demo
1045,NIGERINS [MRF],2021-11-12,0.2,2021-11-12 12:57:00.945,demo
1046,NMR2027S3,2021-11-12,100,2021-11-12 12:57:00.945,demo
1047,NMR2030S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1048,NMR2033S2,2021-11-12,100,2021-11-12 12:57:00.945,demo
1049,NNFM,2021-11-12,8,2021-11-12 12:57:00.945,demo
1050,NOTORE [BLS],2021-11-12,62.5,2021-11-12 12:57:00.945,demo
1051,NOVA2027S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1052,NPFMCRFBK,2021-11-12,1.9,2021-11-12 12:57:00.945,demo
1053,NSLTECH,2021-11-12,0.2,2021-11-12 12:57:00.945,demo
1054,NSP2031S2,2021-11-12,100,2021-11-12 12:57:00.945,demo
1055,NSP2034S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1056,OANDO [MRF],2021-11-12,4.85,2021-11-12 12:57:00.945,demo
1057,ODB2027S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1058,OKOMUOIL,2021-11-12,142,2021-11-12 12:57:00.945,demo
1059,OMATEK [RST],2021-11-12,0.2,2021-11-12 12:57:00.945,demo
1060,OYB2022S1,2021-11-12,100,2021-11-12 12:57:00.945,demo
1061,PBS2026S1,2021-11-12,100,2021-11-12 12:57:00.946,demo
1062,PHARMDEKO,2021-11-12,2.11,2021-11-12 12:57:00.946,demo
1063,PLA2022SO,2021-11-12,100,2021-11-12 12:57:00.946,demo
1064,PREMPAINTS,2021-11-12,10,2021-11-12 12:57:00.946,demo
1065,PRESCO,2021-11-12,89,2021-11-12 12:57:00.946,demo
1066,PRESTIGE [BLS],2021-11-12,0.43,2021-11-12 12:57:00.946,demo
1067,PZ,2021-11-12,6.1,2021-11-12 12:57:00.946,demo
1068,RAKUNITY [MRF],2021-11-12,0.3,2021-11-12 12:57:00.946,demo
1069,REDSTAREX,2021-11-12,3.29,2021-11-12 12:57:00.946,demo
1070,REGALINS,2021-11-12,0.38,2021-11-12 12:57:00.946,demo
1071,RESORTSAL [MRF],2021-11-12,0.2,2021-11-12 12:57:00.946,demo
1072,ROYALEX,2021-11-12,0.52,2021-11-12 12:57:00.946,demo
1073,RTBRISCOE,2021-11-12,0.2,2021-11-12 12:57:00.946,demo
1074,SB2024S1TA,2021-11-12,100,2021-11-12 12:57:00.946,demo
1075,SB2024S1TB,2021-11-12,100,2021-11-12 12:57:00.946,demo
1076,SCOA,2021-11-12,1.04,2021-11-12 12:57:00.946,demo
1077,SEPLAT,2021-11-12,731.5,2021-11-12 12:57:00.946,demo
1078,SFSREIT,2021-11-12,67.9,2021-11-12 12:57:00.946,demo
1079,SIAMLETF40,2021-11-12,118.21,2021-11-12 12:57:00.946,demo
1080,SIM2023S1,2021-11-12,100,2021-11-12 12:57:00.946,demo
1081,SIM2025S2,2021-11-12,100,2021-11-12 12:57:00.946,demo
1082,SKYAVN,2021-11-12,4.45,2021-11-12 12:57:00.946,demo
1083,SMURFIT [MRF],2021-11-12,0.2,2021-11-12 12:57:00.946,demo
1084,SOVRENINS,2021-11-12,0.22,2021-11-12 12:57:00.946,demo
1085,STACO [MRF],2021-11-12,0.48,2021-11-12 12:57:00.946,demo
1086,STANBIC,2021-11-12,39,2021-11-12 12:57:00.946,demo
1087,STANBICETF30,2021-11-12,50,2021-11-12 12:57:00.946,demo
1088,STDINSURE [MRF],2021-11-12,0.2,2021-11-12 12:57:00.946,demo
1089,STERLNBANK,2021-11-12,1.5,2021-11-12 12:57:00.946,demo
1090,STUDPRESS,2021-11-12,1.78,2021-11-12 12:57:00.946,demo
1091,SUNUASSUR,2021-11-12,0.45,2021-11-12 12:57:00.946,demo
1092,TANTALIZER,2021-11-12,0.2,2021-11-12 12:57:00.946,demo
1093,THOMASWY [MRS],2021-11-12,0.35,2021-11-12 12:57:00.946,demo
1094,TIP,2021-11-12,0.41,2021-11-12 12:57:00.946,demo
1095,TOTAL,2021-11-12,240.8,2021-11-12 12:57:00.946,demo
1096,TOURIST [DIP],2021-11-12,2.84,2021-11-12 12:57:00.946,demo
1097,TRANSCOHOT [BLS],2021-11-12,5.38,2021-11-12 12:57:00.946,demo
1098,TRANSCORP,2021-11-12,1,2021-11-12 12:57:00.946,demo
1099,TRANSEXPR,2021-11-12,0.89,2021-11-12 12:57:00.946,demo
1100,TRIPPLEG,2021-11-12,0.96,2021-11-12 12:57:00.946,demo
1101,TRN2022S1,2021-11-12,100,2021-11-12 12:57:00.946,demo
1102,TSL2030S1,2021-11-12,100,2021-11-12 12:57:00.946,demo
1103,UACN,2021-11-12,11,2021-11-12 12:57:00.946,demo
1104,UBA,2021-11-12,8.2,2021-11-12 12:57:00.946,demo
1105,UBA2021S1,2021-11-12,100,2021-11-12 12:57:00.946,demo
1106,UBN [BLS],2021-11-12,5,2021-11-12 12:57:00.947,demo
1107,UBN2029S3,2021-11-12,100,2021-11-12 12:57:00.947,demo
1108,UCAP,2021-11-12,9.5,2021-11-12 12:57:00.947,demo
1109,UCAP2025S1,2021-11-12,100,2021-11-12 12:57:00.947,demo
1110,UHOMREIT,2021-11-12,36.6,2021-11-12 12:57:00.947,demo
1111,UNHOMES [MRS],2021-11-12,3.02,2021-11-12 12:57:00.947,demo
1112,UNILEVER,2021-11-12,14.6,2021-11-12 12:57:00.947,demo
1113,UNIONDAC [DIP],2021-11-12,0.28,2021-11-12 12:57:00.947,demo
1114,UNIONDICON [BRS],2021-11-12,9.9,2021-11-12 12:57:00.947,demo
1115,UNITYBNK,2021-11-12,0.59,2021-11-12 12:57:00.947,demo
1116,UNIVINSURE,2021-11-12,0.21,2021-11-12 12:57:00.947,demo
1117,UPD2023S1,2021-11-12,100,2021-11-12 12:57:00.947,demo
1118,UPDC [BLS],2021-11-12,1.69,2021-11-12 12:57:00.947,demo
1119,UPDCREIT,2021-11-12,6,2021-11-12 12:57:00.947,demo
1120,UPL,2021-11-12,2.15,2021-11-12 12:57:00.947,demo
1121,VANLEER,2021-11-12,5.45,2021-11-12 12:57:00.947,demo
1122,VERITASKAP,2021-11-12,0.21,2021-11-12 12:57:00.947,demo
1123,VETBANK,2021-11-12,4.04,2021-11-12 12:57:00.947,demo
1124,VETGOODS,2021-11-12,5.65,2021-11-12 12:57:00.947,demo
1125,VETGRIF30,2021-11-12,18.5,2021-11-12 12:57:00.947,demo
1126,VETINDETF,2021-11-12,22.05,2021-11-12 12:57:00.947,demo
1127,VITAFOAM,2021-11-12,18.7,2021-11-12 12:57:00.947,demo
1128,VSPBONDETF,2021-11-12,180.48,2021-11-12 12:57:00.947,demo
1129,WAPCO,2021-11-12,25.5,2021-11-12 12:57:00.947,demo
1130,WAPIC,2021-11-12,0.49,2021-11-12 12:57:00.947,demo
1131,WEM2023S1,2021-11-12,100,2021-11-12 12:57:00.947,demo
1132,WEMABANK,2021-11-12,0.81,2021-11-12 12:57:00.947,demo
1133,ZAM2022S1,2021-11-12,100,2021-11-12 12:57:00.947,demo
1134,ZENITHBANK,2021-11-12,23.95,2021-11-12 12:57:00.947,demo
